name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
Moda Aile Çay Bahçesi,coffee-gardens,,,,,,several,,,,Cheap · Kadıköy,,,"A municipal tea garden on the slope above Moda's shore: umbrellas and plastic chairs under tall trees, the Sea of Marmara filling the view with the Princes' Islands on the horizon. Nobody is performing. Grandparents, students and dog-walkers hold tables for hours over tea and tavla, the food runs to sandwiches and toast, and half the room brought its own. This is what the Asian side does with an afternoon.","The whole of Kadıköy, three generations of it, facing the Marmara over a backgammon board.",,,,reported,https://www.google.com/maps/search/?api=1&query=Moda+Aile+%C3%87ay+Bah%C3%A7esi+Istanbul,confirmed,2026-08-15,none
Çorlulu Ali Paşa Medresesi,coffee-gardens,,,,,,several,,,,1708 · Beyazıt,,,"Çorlulu Ali Paşa built this medrese in 1708 on the old Divanyolu, the imperial processional road, as a working college. Its two courtyards now hold carpet dealers and one of the city's long-standing nargile and tea gardens — low stools, cushions, glasses arriving without being asked. It is the single good reason to sit down in the old city, which this guide otherwise tells you to eat your way out of.",A theology college courtyard where the students were replaced by nargile smoke.,,,,reported,https://www.google.com/maps/search/?api=1&query=%C3%87orlulu+Ali+Pa%C5%9Fa+Medresesi+Istanbul,confirmed,2026-08-15,none
İnci Pastanesi,coffee-gardens,,,,,,several,,,,Mid-1940s · profiterol,,,"İnci opened in the Cercle d'Orient building on İstiklal in the mid-1940s and built the business on one thing: choux balls filled with pastry cream under a chocolate sauce, the profiterol. It is the version every other one in the country is measured against. The shop was evicted in the early 2010s when the building was redeveloped; it went dark for about seventy days and reopened round the corner on Mis Sokak.","One dessert, one recipe, since the 1940s — then redevelopment moved the whole shop.",,,,reported,https://www.google.com/maps/search/?api=1&query=%C4%B0nci+Pastanesi+Istanbul,confirmed,2026-08-15,none
Markiz (ex-Lebon),coffee-gardens,,,,,,several,,,,Pera salon · reopened 2003,,,"Lebon's patisserie was trading on the Grand Rue from the 1880s and became the salon of Pera, with Pierre Loti and Yahya Kemal among the regulars. Its Art Nouveau faience panels were ordered from France: four seasons commissioned, and only Spring and Autumn survive in the room. When Lebon moved across the street in 1940, Avedis Ohanyan Çakır opened Markiz in the room it left, keeping the tiles. It closed in 1980 and came back, panels and all, in 2003.",Four Art Nouveau seasons were ordered from France; two are still on the wall.,,,,reported,https://www.google.com/maps/search/?api=1&query=Markiz+%28ex-Lebon%29+Istanbul,confirmed,2026-08-15,none
Montag Coffee Roasters,coffee-gardens,,,,,,several,,,,Roastery · three rooms,,,"Montag roasts its own and runs rooms in Kadıköy, Moda and Bomonti. The Kadıköy shop is the one to sit in: counter downstairs, a quiet second floor, V60 and cold brew alongside espresso, and the kind of turnover that means the bag you buy was roasted recently. Beans by the bag if you are travelling on.","Own-roasted beans across three rooms, and the Kadıköy one is where you sit down.",,,,reported,https://www.google.com/maps/search/?api=1&query=Montag+Coffee+Roasters+Istanbul,confirmed,2026-08-15,none
Neroli Daylight Kitchen,Coffee,Teşvikiye,,,41.051937,28.996637,several,Brunch|Seasonal,,,Tue–Sun 09:00–18:00,,Morning,"Neroli is the essential oil pressed from bitter-orange blossom, and the room runs at the same register: daylight, a short seasonal card, handmade croissants, soft breads to its own recipe, gelato. The charcuterie and the cured salmon are made in the kitchen rather than bought in, which is the actual difference here. It shuts at six and does not pretend to become a bar. In a district gone heavily to brunch theatre, that is the correction.",A kitchen that shuts at six on purpose and makes everything on the plate itself.,,Sun,Current daytime opening,reported,https://www.google.com/maps/search/?api=1&query=Neroli+Daylight+Kitchen+Istanbul,confirmed,2026-08-15,neighborhood
Mornings in Pera,coffee-gardens,,,,,,several,,,,Breakfast 09:00–16:00,,,"The room sits in Asmalımescit, the old meyhane grid, and serves the sprawled kahvaltı across the middle of the day rather than for one crowded hour — its own bakery, breakfast running to four in the afternoon. The queue is the price of that: come at nine, or come at three and take the last long table of the day.","The long Turkish breakfast, run as a proper kitchen rather than a photo set.",,,,reported,https://www.google.com/maps/search/?api=1&query=Mornings+in+Pera+Istanbul,confirmed,2026-08-15,none
Ebru — marbling,art,,,,,,several,,,,UNESCO 2014,,,"Pigment ground from earth and mineral, cut with ox gall so it floats, dropped onto water thickened with tragacanth, combed into flowers and stones and waves, then lifted off in one sheet. UNESCO inscribed it in 2014. It was never decorative on its own terms: ebru was made for bookbinders, as endpapers, and as a ground for official documents that could not be forged twice. It lived inside the book trade, not beside it.",Colour floated on thickened water and lifted onto paper in a single breath.,,,,reported,https://www.google.com/maps/search/?api=1&query=Ebru+%E2%80%94+marbling+Istanbul,confirmed,2026-08-15,none
Ebristan — Hikmet Barutçugil,art,,,,,,several,,,,By arrangement · Üsküdar,,,"Hikmet Barutçugil, born in Malatya in 1952, trained as a textile designer at the Istanbul State Academy of Fine Arts and turned to marbling in 1977. He opened Ebristan in Salacak, on the Üsküdar shore, in 1996, and works ebru onto cloth, ceramic, glass, wood and wax as well as paper. One pattern carries his name — barut ebrusu, gunpowder marbling. He teaches constantly; sessions are arranged directly rather than booked through a platform.",The marbler who invented his own pattern and named it gunpowder.,,,,reported,https://www.google.com/maps/search/?api=1&query=Ebristan+%E2%80%94+Hikmet+Barut%C3%A7ugil+Istanbul,confirmed,2026-08-15,none
Çini — the İznik blue,art,,,,,,several,,,,UNESCO 2016,,,"Çini is Çin — China — with an ending: Ottoman potters were chasing the prestige of imported Chinese blue-and-white, and the language kept the receipt. The İznik body is the trick, up to eighty-five per cent quartz, which is why the glaze reads as lit from behind. Production stopped in the seventeenth century and took the recipe with it. The İznik Foundation, founded in 1993 by the economist Işıl Akbaygil, reverse-engineered the quartz body and fired again from 1995.","A Turkish word that means Chinese, and it is being honest.",,,,reported,https://www.google.com/maps/search/?api=1&query=%C3%87ini+%E2%80%94+the+%C4%B0znik+blue+Istanbul,confirmed,2026-08-15,none
Hüsn-i hat — calligraphy,art,,,,,,several,,,,UNESCO 2021,,,"Arabic-script calligraphy written to proportion: every letter measured in rhombic dots laid down by the same reed pen, so a hand is judged on its geometry before its content. The kit is fixed — reed pen, trimming slab, soot ink, paper sized and burnished until the ink cannot bleed. UNESCO inscribed it in 2021. Istanbul is where the Ottoman masters set the proportions the rest of the Islamic world then copied, teacher to pupil, by licence.","Writing measured in dots, where the shape of the letter is the point.",,,,reported,https://www.google.com/maps/search/?api=1&query=H%C3%BCsn-i+hat+%E2%80%94+calligraphy+Istanbul,confirmed,2026-08-15,none
Sakıp Sabancı Museum — the book arts,art,,,,,,several,,,,Museum · Emirgan,,,"The Atlı Köşk at Emirgan, built in 1927 by the Italian architect Edouard De Nari, holds what Sakıp Sabancı spent a lifetime buying: five centuries of Ottoman book arts — manuscript Qur'ans, calligraphic panels, albums, hilyes, imperial documents. It began with a single panel by Sultan Mahmud II. The family handed the house and the collection to Sabancı University in 1998 on a forty-nine-year lease, and the museum opened in 2002. This is where hüsn-i hat stops being a description.","Five hundred years of Ottoman hands, inside a 1927 villa on the Bosphorus.",,,,reported,https://www.google.com/maps/search/?api=1&query=Sak%C4%B1p+Sabanc%C4%B1+Museum+%E2%80%94+the+book+arts+Istanbul,confirmed,2026-08-15,none
Caferağa Medresesi,art,,,,,,several,,,,Courses · Sultanahmet,,,"Mimar Sinan built this medrese for Cafer Ağa in 1559, in the reign of Süleyman the Magnificent, immediately behind Hagia Sophia. Since 1989 the Türk Kültürüne Hizmet Vakfı has run it as a working crafts school: ebru, hüsn-i hat, tezhip gilding, çini and ceramic, miniature, stained glass, jewellery, felt and weaving, taught in the old student cells around the courtyard. Full courses run over months; shorter sessions exist for visitors. Ask at the gate.","Sinan's medrese behind Hagia Sophia, still teaching the crafts in its cells.",,,,reported,https://www.google.com/maps/search/?api=1&query=Cafera%C4%9Fa+Medresesi+Istanbul,confirmed,2026-08-15,none
Kapalıçarşı — the Grand Bazaar,art,,,,,,several,,,,Mon–Sat · closed Sun,,,"Mehmed II began it within three years of the conquest; its stone bedesten for cloth and gems was finished by 1461, and it grew into sixty-one covered streets and more than four thousand shops across 30,700 square metres. Every lane was a guild, and the street names are the surviving record of trades that have since left them: the main artery, Kalpakçılar Caddesi, is Hatmakers' Street, and has not sold a fur hat in living memory. It is now solid gold, end to end.",Sixty-one streets named for guilds that mostly no longer trade on them.,,,,reported,https://www.google.com/maps/search/?api=1&query=Kapal%C4%B1%C3%A7ar%C5%9F%C4%B1+%E2%80%94+the+Grand+Bazaar+Istanbul,confirmed,2026-08-15,none
Kalpakçılar Caddesi — the gold,art,,,,,,several,,,,Gram rate + labour,,,"This is the part of the bazaar that is not theatre. Turkish households have held savings in gold for decades because the lira keeps losing value, so the jewellers here are serving locals as much as visitors, and the price is arithmetic rather than performance: the day's gram rate, plus a workmanship charge. Ask for those two numbers separately. The conversation stops being a haggle and becomes a discussion about who made the piece.",Turks buy gold the way other countries buy government bonds.,,,,reported,https://www.google.com/maps/search/?api=1&query=Kalpak%C3%A7%C4%B1lar+Caddesi+%E2%80%94+the+gold+Istanbul,confirmed,2026-08-15,none
Zincirli Han,art,,,,,,several,,,,1708 · working ateliers,,,"Built in 1708 on the caravanserai plan — shops below, workshops and lodgings above — and historically the han for goldsmithing and jewellery, with carpet and antique dealers alongside. It is the quietest courtyard in the bazaar and still the most working one: metal is melted and copper hammered behind the shopfronts, by ateliers that have run for generations. The master-and-apprentice chain has thinned badly. It has not broken. Go on a weekday morning and stand still.",The courtyard where the hammering is real and nobody chases you.,,,,reported,https://www.google.com/maps/search/?api=1&query=Zincirli+Han+Istanbul,confirmed,2026-08-15,none
"Carpets and ""antiques"" — the honest note",art,,,,,,several,,,,⚠ Before you buy,,,"Turkish law protects cultural property, and genuinely old carpets, tiles, coins and icons cannot legally leave the country; dealers selling older pieces are expected to hand over museum certification that an item is not an antiquity. Which tells you precisely what the ""three-hundred-year-old"" rug on the wall is. A reputable seller produces that paperwork unprompted. And turn any rug over — hand-knotted backs are slightly irregular, machine-made ones suspiciously perfect.","If it is genuinely antique, you are not allowed to take it home.",,,,reported,https://www.google.com/maps/search/?api=1&query=Carpets+and+%22antiques%22+%E2%80%94+the+honest+note+Istanbul,confirmed,2026-08-15,none
Sahaflar Çarşısı,art,,,,,,several,,,,Free · Beyazıt,,,"The booksellers' courtyard between the Grand Bazaar and Beyazıt Mosque stands on the Chartoprateia, the Byzantine paper and book market — the trade has not moved in a thousand years. Sahaf is Arabic: a dealer in written sheets. Ottoman booksellers left the Grand Bazaar for this yard in the eighteenth century; fire took it in the 1950s and it was rebuilt. Honest now — computers and then the internet hollowed the antiquarian trade out, and much of the stock is exam crammers.","A book market on Byzantine ground, now mostly selling exam crammers.",,,,reported,https://www.google.com/maps/search/?api=1&query=Sahaflar+%C3%87ar%C5%9F%C4%B1s%C4%B1+Istanbul,confirmed,2026-08-15,none
"Manol, and who actually built the oud",art,,,,,,several,,,,İstiklal · from 1870,,,"The Metropolitan Museum, which owns one of his instruments, records Emmanuel Venios — Manol — as Greek, born on Folegandros about 1838 and dead in Istanbul in 1915 or 1916; he had a workshop on İstiklal by about 1870. He is credited with the smaller, higher-tuned instrument the world now calls the Turkish oud, and his are still held to be the finest ever built. The other great maker of the tradition, Onnik Karibyan, working a generation later, was Armenian. The instrument at the centre of Turkish classical music was designed and refined by the communities this city lost.","The Turkish oud has an inventor, and his name was Manol.",,,,reported,https://www.google.com/maps/search/?api=1&query=Manol%2C+and+who+actually+built+the+oud+Istanbul,confirmed,2026-08-15,none
Galip Dede Caddesi — the music street,art,,,,,,several,,,,Tünel → Galata,,,"The street falls from Tünel to the Galata Tower and has been the musicians' bazaar for decades: darbuka, davul and frame drums, bağlama and saz, ney and zurna, plus string sellers and repair benches behind the counters. The honest warning is unavoidable — a large share of the bağlamas in the windows are decorative and close to unplayable. Ask to hear one played before you think about buying. If nobody in the shop can play it, that is your answer.","The whole instrument trade on one downhill street, the good beside the useless.",,,,reported,https://www.google.com/maps/search/?api=1&query=Galip+Dede+Caddesi+%E2%80%94+the+music+street+Istanbul,confirmed,2026-08-15,none
"Saz, bağlama, kanun, ud — what the names admit",art,,,,,,several,,,,Etymology,,,"Saz is simply Persian for ""instrument"". Bağlama comes from bağlamak, to tie, after the gut frets tied round the neck and slid by hand — which is why the thing plays intervals a piano cannot. Kanun is Greek, kanōn, a rule or measuring rod, because the zither lays down the law of pitch that the singer and the rest of the ensemble tune to. Ud is Arabic al-ʿūd, the wood, and it is where our word lute comes from.","Four instrument names, four different empires answering at once.",,,,reported,https://www.google.com/maps/search/?api=1&query=Saz%2C+ba%C4%9Flama%2C+kanun%2C+ud+%E2%80%94+what+the+names+admit+Istanbul,confirmed,2026-08-15,none
Lale Plak,art,,,,,,several,,,,50+ years · Tünel,,,"At the Tünel end of the music street, and among the oldest record shops in the city — trading for well over fifty years, with the exact founding year disputed between sources. Hakan Atala's stock runs from Western classical and jazz, signed pressings included, to the 1970s Turkish canon: Barış Manço, Ajda Pekkan, the Anadolu rock era. It is a shop to be served in rather than to browse. Say what you are after and let him pull it.","Half a century at the top of the music street, run by one ear.",,,,reported,https://www.google.com/maps/search/?api=1&query=Lale+Plak+Istanbul,confirmed,2026-08-15,none
Matbah-ı Âmire — the imperial kitchens,gastronomy,,,,,,several,,,,Topkapı · palace museum,,,"The Topkapı kitchens employed more than 800 people and cooked for roughly 4,000 a day. Fire took them in 1574 and Mimar Sinan rebuilt them: ten domed buildings, two rows of twenty wide chimneys. That scale bred a style — measured spicing, rice over bulgur, vegetables cooked in olive oil and eaten cold — which is still what Istanbul means when it calls a dish its own rather than Anatolia's. The rooms now hold 10,700 pieces of Chinese porcelain.","Eight hundred cooks, four thousand fed daily — and the restraint you still taste.",,,,reported,https://www.google.com/maps/search/?api=1&query=Matbah-%C4%B1+%C3%82mire+%E2%80%94+the+imperial+kitchens+Istanbul,confirmed,2026-08-15,none
The ocakbaşı,gastronomy,,,,,,several,,,,late · liver first,,,"Not an Istanbul invention. The fire counter came up with twentieth-century migration from the south-east and naturalised so completely that visitors now read it as the city's own night food. The order is fixed: liver first, then the skewers, then a lahmacun to close, and the rakı does not stop. A handful of new rooms are reworking the form this year — shorter menus, real wine lists, the same trench. Sit where the smoke goes.","A bar with a charcoal trench in it, and you sit at the trench.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+ocakba%C5%9F%C4%B1+Istanbul,confirmed,2026-08-15,none
The meyhane table,gastronomy,,,,,,several,,,,Thu · four hours,,,"Alcohol was forbidden to Muslims, so the keeping of a drinking house fell in practice almost entirely to Greeks, Armenians and Jews. That is why the meyhane looks as it does: the long table of cold mezes before the hot, rakı cut with water until it turns white, fasıl players moving between tables. The wealth tax of 1942, the pogrom of September 1955 and the measures of 1964 removed the authors. The form stayed.","Cold mezes, then hot, then fish — a drinking licence that was never Muslim.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+meyhane+table+Istanbul,confirmed,2026-08-15,none
Mısır Çarşısı — the Spice Bazaar,gastronomy,,,,,,several,,,,Eminönü · free to walk,,,"Commissioned by Hatice Turhan Sultan, mother of Mehmed IV, and begun in the last months of 1660 after the great fire of that July. It was the arasta of the New Mosque complex: eighty-five shops whose rent maintained the mosque. The name is Egypt — the building went up on revenues from the Ottoman province, and much of what filled it arrived by the same route. Walk the L, buy nothing, and eat in the streets behind it where the traders do.","Built to fund a mosque, named after the province that paid for it.",,,,reported,https://www.google.com/maps/search/?api=1&query=M%C4%B1s%C4%B1r+%C3%87ar%C5%9F%C4%B1s%C4%B1+%E2%80%94+the+Spice+Bazaar+Istanbul,confirmed,2026-08-15,none
Kadıköy market streets,gastronomy,,,,,,several,,,,Tue quiet · Sat full,,,"Megarian Greeks settled here in 685 BC, a generation before Byzantium; the oracle's line about a capital built opposite the city of the blind is a joke at Chalcedon's expense that has outlasted the city. The Turkish name means village of the judge, for Hızır Bey, Istanbul's first kadı after 1453. Today it is a few sloping lanes of fishmongers, picklers and cheese counters, and the correct way through is to eat at every second stall.","Chalcedon, the settlement Byzantium's founders were told only the blind would have chosen.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kad%C4%B1k%C3%B6y+market+streets+Istanbul,confirmed,2026-08-15,none
Simit,gastronomy,,,,,,several,,,,all day · from the tray,,,"Archival records put simit production in Istanbul at 1525, with weight and price fixed at Üsküdar in 1593 — a regulated staple, not a snack. Evliya Çelebi counted seventy simit bakeries in the 1630s. The word comes from the Arabic for fine flour. Dipped in grape molasses and rolled in sesame before baking, it is chewy hot and cardboard cold, so buy from a tray that is moving. Throwing pieces to the gulls off the ferry is not a tourist habit.","Made in this city since 1525, and still carried through it on a tray.",,,,reported,https://www.google.com/maps/search/?api=1&query=Simit+Istanbul,confirmed,2026-08-15,none
Balık ekmek,gastronomy,,,,,,several,,,,not Eminönü · warning,,,"A fillet of oily fish, usually mackerel, grilled and put in a bun with onion and leaves, and it is the city's signature thing eaten standing up. The painted boats at Eminönü serve it off the water and are the image on every postcard; they are also an industrialised operation aimed squarely at visitors. Cross to the Karaköy or Kadıköy side and buy from a counter with a queue of people on their way to work.",Grilled mackerel in bread — and the famous boats are the version to skip.,,,,reported,https://www.google.com/maps/search/?api=1&query=Bal%C4%B1k+ekmek+Istanbul,confirmed,2026-08-15,none
Midye dolma,gastronomy,,,,,,several,,,,after midnight · by the piece,,,"The earliest Istanbul record of it is Armenian — an 1888 account describes Armenian cooks preparing large mussels with sheep's-tail fat. The filling is rice with currants, black pepper and red pepper; the lemon is not garnish but the thing that stops the rice drying out. Since the 1960s the carts have been run largely by families from Mardin, whose version runs hotter. You eat until you stop, then you pay for the shells.","Rice-stuffed mussels counted out one at a time, lemon squeezed over the shell.",,,,reported,https://www.google.com/maps/search/?api=1&query=Midye+dolma+Istanbul,confirmed,2026-08-15,none
Kokoreç,gastronomy,,,,,,several,,,,3 a.m. · divisive,,,"Suckling-lamb intestine wrapped around sweetbread, heart and kidney, turned on a horizontal spit and basted with lemon and oil, then chopped fine and packed into half a baguette. The word entered Turkish in 1920, in a short story that described it as a Greek dish; the name goes back to South Slavic, though whether Greek took it via Albanian or the two borrowed it separately is disputed. When EU accession was live in the early 2000s the Turkish press argued about whether Brussels would ban it.","Lamb intestine wound round offal over charcoal, chopped into bread with oregano.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kokore%C3%A7+Istanbul,confirmed,2026-08-15,none
Baklava,gastronomy,,,,,,several,,,,EU PGI 2013 · Gaziantep,,,"The one hard Ottoman fact is a ceremony: on the fifteenth of Ramadan the Sultan sent trays of baklava down to the Janissary barracks in a procession called the Baklava Alayı. The origins are genuinely unsettled — Byzantine koptoplakous, Central Asian Turkic layered breads and the Arab lauzinaj of tenth-century cookbooks all have serious advocates. What is settled is the name: since 2013 Gaziantep Baklavası has carried an EU protected geographical indication.",Handed to the Janissaries on the fifteenth of Ramadan; claimed by four cuisines since.,,,,reported,https://www.google.com/maps/search/?api=1&query=Baklava+Istanbul,confirmed,2026-08-15,none
Pastırma and sucuk,gastronomy,,,,,,several,,,,by weight · Eminönü,,,"Pastırma comes from bastırma, to press. The Ottomans took a Byzantine cured beef called paston and renamed it; Kayseri became the centre, and an 1893 British Foreign Office report already singled the city out for it. The crust is çemen — crushed fenugreek, cumin, garlic and hot paprika — over meat dried hard. Sucuk is its sausage cousin, garlic-heavy, fried for breakfast. English took pastrami by way of Yiddish, perhaps crossed with salami.",Air-dried beef under a fenugreek crust — and the word pastrami came from.,,,,reported,https://www.google.com/maps/search/?api=1&query=Past%C4%B1rma+and+sucuk+Istanbul,confirmed,2026-08-15,none
Lokum,gastronomy,,,,,,several,,,,since 1777 · by weight,,,"The house of Ali Muhiddin Hacı Bekir dates its Bahçekapı shop to 1777, when its founder came down from Kastamonu; the Oxford Companion to Food notes there is no real evidence for the invention claim, and Tim Richardson has written on how often confectionery dates are commercial rather than historical. The sweet itself is a gel of starch and sugar scented with rosewater, mastic, bergamot or lemon, sometimes loaded with pistachio or walnut. Buy it cut from the tray.","Starch, sugar and rosewater — and a founding date historians will not sign off.",,,,reported,https://www.google.com/maps/search/?api=1&query=Lokum+Istanbul,confirmed,2026-08-15,none
Atatürk Kitaplığı,work,,,,,,several,,,,Free · daily to 21:00 · Gümüşsuyu,,,"Sedad Hakkı Eldem — the architect who spent a career folding the Ottoman timber house into modernism — drew this as a culture complex of library, museum and exhibition halls; only the library was ever built. Koç Holding put the building up in 1973 and the collection moved in on 3 March 1981: around 228,000 books, 20,000 periodicals and 10,000 bound volumes of newspapers, alongside manuscripts, maps, albums and postcards. The city runs it, entry is free, and the hours do not move for the weekend — 09:00 to 21:00, every day.","A free reading room in Beyoğlu, open until nine, seven days a week.",,,,reported,https://www.google.com/maps/search/?api=1&query=Atat%C3%BCrk+Kitapl%C4%B1%C4%9F%C4%B1+Istanbul,confirmed,2026-08-15,none
"SALT Research, SALT Galata",work,,,,,,several,,,,Free · Tue–Sat · Karaköy,,,"Alexandre Vallaury built this as the headquarters of the Imperial Ottoman Bank, finished in 1892, and the bank worked from it until 1999. Han Tümertekin's conversion reopened the building in November 2011 as SALT Galata, holding the research library and the old Ottoman Bank Museum. Reading costs nothing, but SALT Research is a registered collection rather than a walk-in one: you sign up once and are issued a personal access pass, study areas are bookable in blocks of up to three hours, and nothing circulates. Outside, the stairs cut around 1870–1880 by Abraham Salomon Camondo, of the Ottoman-V","A bank built for the Galata money, emptied of it, handed to readers.",,,,reported,https://www.google.com/maps/search/?api=1&query=SALT+Research%2C+SALT+Galata+Istanbul,confirmed,2026-08-15,none
"Kronotrop, Cihangir",work,,,,,,several,,,,07:00–23:30 daily · Cihangir,,,"Kronotrop opened in 2012 as one of the first specialty roasteries in Turkey — its founder, Çağatay Gülabioğlu, was the country's first Q grader — and the Cihangir room is the flagship, on the slope above Tophane where a good share of the city's writers, editors and film people live. It runs 07:00 to 23:30, seven days a week. It is small and it fills, so the etiquette is one long session rather than a whole day at the same table. The chain has since passed forty branches across Turkey and beyond, with very different hours at each, so aim for this room rather than the nearest sign.","Sixteen hours a day of table, on the slope above Tophane.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kronotrop%2C+Cihangir+Istanbul,confirmed,2026-08-15,none
"Petra Roasting Co., Bebek",work,,,,,,several,,,,From 07:30 · closed Mon · Bebek,,,"The walk north from Arnavutköy along the water, past the wooden yalı, ends in Bebek — and this branch opens at half past seven on weekdays, which makes it the obvious place to put a morning after the best hour on the European shore. It is closed on Mondays, so build the walk around a Tuesday. Four further branches sit at Gayrettepe, Şişhane, Topağacı and Maslak if you are on the wrong side of the hill; the Şişhane one also closes Mondays, the rest do not.",Where the shore walk ends and the morning's work starts.,,,,reported,https://www.google.com/maps/search/?api=1&query=Petra+Roasting+Co.%2C+Bebek+Istanbul,confirmed,2026-08-15,none
"Kubbeli Saloon, Pera Palace",work,,,,,,several,,,,Afternoon tea 15:00–18:00,,,"Vallaury again: he began the hotel in 1892 and it opened in 1895, built to lodge Orient Express passengers arriving off the Paris run. It carried the first electric lift in Constantinople — reportedly the second in Europe — and Atatürk's Room 101 is kept as a museum room. The domed saloon pours a traditional afternoon tea every day from three until six, with live piano. It is priced the way a grand hotel prices things: an hour of reading and correspondence, not a working day.",Built for people who had just spent three days on a train.,,,,reported,https://www.google.com/maps/search/?api=1&query=Kubbeli+Saloon%2C+Pera+Palace+Istanbul,confirmed,2026-08-15,none
The vapur — Şehir Hatları ferry,work,,,,,,several,,,,About 20 minutes · Şehir Hatları,,,"Şirket-i Hayriye began running boats across the strait in 1851, and until the first Bosphorus bridge opened in 1973 the water was the only way over. Şehir Hatları still works 30 boats on 32 lines between 53 piers, and carried 40 million passengers in 2023. Tea comes round in tulip glasses on a tray that never spills; gulls track the stern for thrown simit. Twenty minutes, both shores lit, no table and no plug — and that is the entire point.","The best room in Istanbul moves, and costs almost nothing.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+vapur+%E2%80%94+%C5%9Eehir+Hatlar%C4%B1+ferry+Istanbul,confirmed,2026-08-15,none
Pierre Loti Hill,work,,,,,,several,,,,Cable car · Eyüpsultan,,,"Louis Marie-Julien Viaud, a French naval officer who published as Pierre Loti, turned his Istanbul sojourn into the 1879 novel Aziyadé and spent his free hours on this hill; the house is now a museum under his name. A cable car climbs from the Golden Horn shore to the terrace, which sits above Eyüp cemetery — long a favoured burial ground for its closeness to the tomb of Abu Ayyub al-Ansari, over which Mehmed II raised a marble tomb and a mosque after 1453. Tea and nargile, and nothing whatsoever to plug in.","Tea above a cemetery, the whole Golden Horn laid out below.",,,,reported,https://www.google.com/maps/search/?api=1&query=Pierre+Loti+Hill+Istanbul,confirmed,2026-08-15,none
"Çadır Köşkü, Yıldız Park",work,,,,,,several,,,,Ottoman pavilion · Beşiktaş,,,"Abdülhamid II walled the outer garden of Yıldız Palace and filled it with artificial lakes, summer houses and a porcelain factory that is still going. Two of those pavilions, Çadır and Malta, now work as cafés inside what has since become a public park of some 368,000 square metres — breakfast, lunch, or a glass of tea under the trees, run by the municipal operator BELTUR along with the park's other restaurants. The climb from the Beşiktaş gate is steep enough that nobody arrives wanting to open a laptop.","A sultan's private garden, two pavilions, and a glass of çay.",,,,reported,https://www.google.com/maps/search/?api=1&query=%C3%87ad%C4%B1r+K%C3%B6%C5%9Fk%C3%BC%2C+Y%C4%B1ld%C4%B1z+Park+Istanbul,confirmed,2026-08-15,none
Büyükada,around,,,,,,several,,,,ISLAND,,,"Horse-drawn phaetons were the only transport on the island until 2020, when they were phased out after a serious equine disease and replaced by battery-powered electric vehicles that work like taxi cabs; islanders have since resisted the arrival of buses in the pedestrianised zone. The building everyone photographs, the Greek Orthodox orphanage on the Hristos ridge, went up in 1898 to a design by Alexander Vallaury and is believed to be the largest wooden structure in Europe and the second largest in the world — it took in children until 1964, has stood empty since, and a restoration was annou","The largest of the Princes' Islands, and the one where the horses were taken away.",,,,reported,https://www.google.com/maps/search/?api=1&query=B%C3%BCy%C3%BCkada%20Istanbul,confirmed,2026-08-15,none
Heybeliada,around,,,,,,several,,,,ISLAND,,,"The Theological School of Halki was founded in 1844 inside the Hagia Triada monastery and trained clergy for the Ecumenical Patriarchate until 1971, when the Constitutional Court struck down parts of Turkey's private higher-education law; it has never reopened and remains closed to the public. The Naval High School overlooking the jetty was founded in 1773 and holds the Byzantine church of the Kamariotissa and the relocated grave of Edward Barton, Elizabeth I's ambassador to the Porte. The island is 2.35 square kilometres with 4,424 residents at the 2022 count, rising to around 30,000 in high ","The quiet island next door, with a seminary at the top of it that has been closed since 1971 and is still a diplomatic file.",,,,reported,https://www.google.com/maps/search/?api=1&query=Heybeliada%20Istanbul,confirmed,2026-08-15,none
Anadolu Kavağı & Yoros Kalesi,around,,,,,,several,,,,BOSPHORUS,,,"Yoros stands above the confluence of the Bosphorus and the Black Sea and changed hands more often than almost any fort in Turkey: the Ottomans took it in 1305 and held it again from 1391 to 1414, the Genoese held it for the forty years to 1454 — which is why locals still call it the Genoese Castle — and Mehmed II refortified it after 1453. It was excavated between 2018 and 2021 and is open to the public again, though the ground immediately around it remains a military area and is closed; the site sits on the UNESCO tentative list. The village below is tiny, 1,517 residents at the 2022 count pl","The last village before the Black Sea, and the much-conquered castle on the hill above it.",,,,reported,https://www.google.com/maps/search/?api=1&query=Anadolu%20Kava%C4%9F%C4%B1%20%26%20Yoros%20Kalesi%20Istanbul,confirmed,2026-08-15,none
